animal,food,preference,time_of_day,timestamp
Dog,Apple,2,Evening,2024-01-22 18:28:12
Dog,Watermelon,5,Morning,2024-02-27 06:16:54
bird,Apple,3,Evening,2024-06-30 19:56:25
bird,Watermelon,5,Afternoon,2024-06-15 02:03:35
bird,Grape,1,Morning,2024-07-11 13:11:59
Cat,Apple,2,Morning,2024-07-13 09:24:42
bird,Orange,3,Morning,2024-04-30 06:17:50
Dog,Grape,2,Evening,2024-04-15 19:19:46
Dog,Banana,4,Evening,2024-02-22 02:53:10
Dog,Orange,1,Morning,2024-05-30 21:34:43
Dog,Apple,5,Morning,2024-06-23 14:27:04
Dog,Grape,2,Morning,2024-05-15 17:15:07
Dog,Apple,4,Evening,2024-05-14 11:25:04
Cat,Watermelon,5,Morning,2024-04-27 03:48:22
bird,Watermelon,4,Morning,2024-02-26 10:41:33
Dog,Banana,4,Afternoon,2024-05-31 06:30:16
bird,Watermelon,5,Evening,2024-03-04 20:04:36
bird,Orange,4,Evening,2024-05-14 08:49:44
Cat,Grape,2,Afternoon,2024-04-05 23:09:00
Cat,Grape,2,Morning,2024-03-26 22:22:24
bird,Watermelon,2,Afternoon,2024-04-04 06:23:06
Dog,Watermelon,1,Afternoon,2024-05-01 18:53:35
Cat,Watermelon,3,Afternoon,2024-02-18 12:55:03
bird,Banana,4,Afternoon,2024-07-13 02:24:06
Dog,Orange,5,Afternoon,2024-01-02 18:41:56
Dog,Grape,4,Evening,2024-06-10 04:52:17
Cat,Watermelon,1,Afternoon,2024-01-28 16:22:22
bird,Banana,4,Morning,2024-05-05 06:43:57
Dog,Grape,4,Evening,2024-01-20 16:13:09
bird,Watermelon,5,Evening,2024-01-06 19:21:33
Cat,Orange,1,Morning,2024-03-29 03:31:20
Dog,Grape,2,Evening,2024-07-15 16:42:06
Dog,Banana,5,Morning,2024-06-18 04:29:03
bird,Orange,4,Evening,2024-03-20 00:16:30
bird,Apple,2,Evening,2024-04-19 21:02:53
Dog,Grape,3,Afternoon,2024-03-16 06:32:36
Dog,Banana,3,Morning,2024-03-12 16:26:58
Dog,Watermelon,4,Evening,2024-06-02 08:41:43
bird,Watermelon,1,Afternoon,2024-01-02 08:26:39
Dog,Orange,5,Morning,2024-07-13 18:03:30
bird,Watermelon,3,Evening,2024-01-19 17:18:49
Dog,Apple,3,Afternoon,2024-02-06 20:34:48
Cat,Grape,4,Evening,2024-04-13 07:10:12
Dog,Watermelon,5,Evening,2024-06-05 07:46:00
bird,Apple,5,Evening,2024-05-27 05:44:30
Cat,Banana,5,Afternoon,2024-03-30 02:00:03
Cat,Apple,4,Evening,2024-03-16 10:03:53
Dog,Orange,3,Evening,2024-02-17 14:04:27
Dog,Banana,1,Evening,2024-05-31 11:53:45
Dog,Grape,2,Afternoon,2024-02-02 11:05:47
Cat,Orange,2,Evening,2024-07-15 15:34:20
Dog,Orange,5,Morning,2024-05-29 18:51:51
bird,Banana,1,Afternoon,2024-06-07 05:32:51
bird,Grape,3,Afternoon,2024-06-30 19:24:28
Cat,Orange,3,Afternoon,2024-02-10 13:55:33
bird,Orange,1,Afternoon,2024-01-10 13:50:16
bird,Grape,3,Afternoon,2024-02-17 12:33:20
bird,Orange,2,Morning,2024-04-01 01:55:18
Cat,Grape,2,Morning,2024-07-11 06:26:03
bird,Orange,5,Evening,2024-03-12 09:46:53
Cat,Orange,1,Morning,2024-03-20 00:38:02
bird,Banana,3,Morning,2024-01-10 00:51:48
bird,Apple,4,Morning,2024-06-23 08:18:19
Cat,Apple,3,Afternoon,2024-01-15 08:04:07
Dog,Banana,2,Morning,2024-02-12 18:22:20
bird,Orange,3,Afternoon,2024-03-11 00:50:07
bird,Banana,2,Afternoon,2024-01-20 21:06:26
Cat,Banana,2,Morning,2024-06-05 20:48:37
bird,Orange,2,Evening,2024-02-06 11:19:23
bird,Orange,5,Evening,2024-06-13 00:49:27
Cat,Grape,4,Afternoon,2024-07-12 03:28:25
Dog,Grape,4,Evening,2024-06-27 07:05:54
bird,Banana,1,Morning,2024-04-07 03:10:26
bird,Apple,1,Evening,2024-01-27 07:12:35
Cat,Orange,2,Evening,2024-03-24 20:23:44
Cat,Apple,3,Evening,2024-06-30 02:13:08
bird,Grape,3,Morning,2024-03-13 14:55:55
bird,Watermelon,5,Evening,2024-05-15 01:04:05
Cat,Apple,1,Evening,2024-03-13 23:15:08
bird,Orange,1,Evening,2024-07-07 01:24:06
bird,Orange,5,Afternoon,2024-07-04 01:17:38
Dog,Banana,4,Afternoon,2024-01-06 21:43:44
bird,Banana,5,Morning,2024-06-25 06:09:13
Dog,Watermelon,4,Afternoon,2024-03-21 10:48:44
bird,Watermelon,2,Afternoon,2024-02-05 20:21:59
Dog,Watermelon,5,Evening,2024-01-02 22:25:28
Cat,Banana,3,Evening,2024-02-09 14:45:02
Cat,Watermelon,1,Afternoon,2024-06-14 03:01:26
Cat,Apple,5,Afternoon,2024-06-26 12:39:04
Dog,Banana,4,Morning,2024-07-06 18:40:56
Dog,Watermelon,4,Afternoon,2024-04-11 13:43:36
Dog,Grape,2,Evening,2024-01-28 09:26:15
bird,Orange,4,Morning,2024-01-30 07:15:16
bird,Apple,5,Evening,2024-07-02 04:51:54
Cat,Banana,5,Morning,2024-05-23 11:01:35
Dog,Watermelon,1,Morning,2024-06-08 22:49:38
Cat,Watermelon,2,Morning,2024-04-19 05:46:23
Cat,Watermelon,4,Morning,2024-05-07 00:23:35
Cat,Apple,4,Afternoon,2024-05-07 05:27:38
Cat,Grape,1,Morning,2024-03-06 17:00:05
Dog,Banana,3,Morning,2024-07-08 07:39:47
Cat,Watermelon,5,Morning,2024-01-11 09:18:55
Dog,Banana,2,Morning,2024-03-03 17:16:10
Cat,Banana,4,Evening,2024-05-13 22:16:14
Dog,Watermelon,1,Afternoon,2024-03-15 15:14:30
bird,Banana,5,Morning,2024-02-09 15:25:26
bird,Watermelon,4,Afternoon,2024-02-17 23:51:59
bird,Orange,3,Morning,2024-01-24 13:56:22
bird,Watermelon,3,Morning,2024-04-16 01:53:08
bird,Watermelon,1,Evening,2024-01-14 11:34:38
Cat,Grape,3,Morning,2024-01-13 00:26:50
Dog,Grape,1,Evening,2024-06-02 04:20:02
bird,Grape,2,Evening,2024-03-31 05:07:45
bird,Watermelon,1,Evening,2024-01-27 22:00:28
Dog,Grape,5,Afternoon,2024-02-12 02:19:46
bird,Grape,3,Afternoon,2024-01-06 00:17:59
bird,Apple,2,Morning,2024-04-01 06:27:00
Dog,Orange,3,Evening,2024-02-13 14:29:23
Cat,Apple,4,Evening,2024-02-08 03:36:07
Cat,Grape,5,Morning,2024-05-16 00:09:51
Dog,Watermelon,2,Evening,2024-04-27 10:23:01
Dog,Orange,5,Evening,2024-06-27 13:43:20
bird,Banana,5,Afternoon,2024-05-09 08:17:43
Cat,Watermelon,5,Morning,2024-04-30 17:01:10
Dog,Grape,2,Evening,2024-01-31 16:23:59
Cat,Orange,3,Morning,2024-03-16 22:41:26
Cat,Banana,5,Afternoon,2024-02-23 06:42:11
Dog,Orange,1,Evening,2024-03-16 11:03:33
Cat,Grape,5,Evening,2024-06-26 12:52:47
bird,Orange,4,Afternoon,2024-02-16 20:56:08
Cat,Orange,1,Afternoon,2024-03-15 20:33:28
Cat,Orange,5,Morning,2024-01-21 21:57:24
Dog,Grape,1,Afternoon,2024-03-29 04:57:26
Cat,Banana,3,Morning,2024-04-18 06:10:52
Dog,Watermelon,1,Evening,2024-03-29 10:49:27
bird,Banana,2,Afternoon,2024-06-13 23:35:37
Dog,Apple,5,Afternoon,2024-01-25 12:15:17
bird,Orange,1,Afternoon,2024-03-23 09:42:16
Dog,Grape,5,Afternoon,2024-05-27 12:03:02
Dog,Apple,1,Afternoon,2024-02-08 13:56:21
bird,Orange,4,Morning,2024-04-10 21:27:57
Cat,Orange,3,Afternoon,2024-04-16 00:11:42
Dog,Apple,5,Evening,2024-03-20 01:50:58
bird,Orange,3,Morning,2024-02-15 02:56:38
Dog,Grape,3,Morning,2024-01-24 21:42:17
Dog,Banana,3,Evening,2024-01-12 19:02:42
bird,Apple,5,Morning,2024-05-24 14:50:16
Dog,Banana,2,Morning,2024-03-10 11:00:43
Cat,Grape,5,Evening,2024-02-23 21:17:11
bird,Apple,4,Evening,2024-05-13 03:16:06
Dog,Banana,3,Evening,2024-05-15 09:56:35
bird,Watermelon,5,Evening,2024-03-13 09:36:08
Dog,Orange,5,Evening,2024-04-21 19:03:30
bird,Banana,5,Morning,2024-06-13 11:12:30
Dog,Watermelon,5,Morning,2024-04-22 06:03:09
bird,Grape,3,Morning,2024-04-04 13:43:21
Cat,Watermelon,3,Morning,2024-01-18 13:51:06
Dog,Grape,2,Afternoon,2024-02-26 20:06:18
bird,Watermelon,1,Evening,2024-03-03 08:36:31
Cat,Orange,3,Morning,2024-03-02 01:10:20
bird,Watermelon,5,Morning,2024-03-19 05:27:07
Cat,Banana,4,Morning,2024-05-14 03:22:49
Dog,Watermelon,2,Evening,2024-05-11 23:55:58
Cat,Apple,1,Morning,2024-05-24 22:57:44
Cat,Apple,5,Morning,2024-05-08 18:54:49
Cat,Apple,2,Evening,2024-06-07 00:48:45
Cat,Orange,2,Morning,2024-01-31 19:24:23
Cat,Apple,5,Evening,2024-02-13 00:18:43
Cat,Apple,2,Morning,2024-03-05 09:30:24
bird,Grape,1,Morning,2024-07-01 01:41:38
Cat,Apple,5,Morning,2024-05-03 11:36:25
bird,Apple,1,Morning,2024-05-22 21:44:23
Dog,Banana,2,Afternoon,2024-05-07 02:00:09
bird,Watermelon,2,Evening,2024-05-17 17:54:45
Dog,Apple,1,Evening,2024-07-02 15:19:32
Cat,Watermelon,2,Evening,2024-07-10 21:53:55
Dog,Grape,2,Evening,2024-07-02 13:35:54
Cat,Watermelon,5,Afternoon,2024-02-01 09:13:40
bird,Watermelon,1,Afternoon,2024-05-18 15:59:30
bird,Grape,2,Afternoon,2024-03-26 14:29:14
Dog,Watermelon,5,Morning,2024-01-16 23:02:07
bird,Orange,2,Afternoon,2024-01-25 02:25:58
Cat,Orange,5,Evening,2024-07-10 09:15:10
Cat,Grape,3,Evening,2024-03-21 02:09:29
bird,Orange,4,Evening,2024-05-09 20:24:48
Cat,Orange,1,Afternoon,2024-04-28 05:49:44
Dog,Apple,5,Afternoon,2024-05-04 10:00:36
Cat,Orange,3,Morning,2024-04-08 15:19:44
bird,Banana,3,Morning,2024-01-26 02:26:41
Dog,Banana,5,Morning,2024-07-08 19:19:31
bird,Watermelon,2,Afternoon,2024-02-14 02:10:09
Cat,Apple,2,Afternoon,2024-02-15 03:05:38
bird,Apple,5,Evening,2024-06-13 04:40:43
Cat,Orange,3,Afternoon,2024-05-21 01:16:34
Dog,Watermelon,3,Afternoon,2024-05-10 04:16:13
bird,Orange,2,Morning,2024-04-14 01:03:36
bird,Orange,2,Evening,2024-04-22 12:27:17
bird,Orange,4,Evening,2024-03-26 02:31:34
Dog,Orange,5,Evening,2024-02-01 16:57:26
bird,Grape,5,Afternoon,2024-06-16 05:54:27
bird,Watermelon,3,Evening,2024-05-30 08:31:48
Cat,Orange,1,Morning,2024-05-31 10:42:17
bird,Apple,3,Morning,2024-05-06 00:33:30
Cat,Grape,2,Morning,2024-03-21 13:14:07
Cat,Banana,2,Morning,2024-03-22 11:42:00
Cat,Banana,1,Morning,2024-03-05 23:56:20
bird,Banana,3,Morning,2024-01-05 18:59:45
Cat,Banana,3,Evening,2024-05-11 17:40:30
bird,Watermelon,1,Afternoon,2024-05-30 16:21:00
Cat,Banana,3,Morning,2024-04-28 13:30:35
Cat,Banana,2,Afternoon,2024-03-31 06:58:36
Dog,Grape,3,Morning,2024-01-23 03:37:32
Cat,Orange,4,Afternoon,2024-04-12 11:08:56
bird,Grape,1,Morning,2024-02-28 01:35:15
Dog,Orange,1,Evening,2024-06-07 18:31:02
Cat,Apple,1,Afternoon,2024-01-09 14:58:17
Cat,Grape,1,Afternoon,2024-04-05 19:09:31
Cat,Banana,4,Afternoon,2024-04-22 18:58:38
bird,Grape,4,Afternoon,2024-02-23 02:53:45
Cat,Orange,3,Evening,2024-05-15 13:39:53
Cat,Apple,5,Evening,2024-07-13 17:28:32
bird,Apple,4,Morning,2024-04-24 03:17:27
Dog,Orange,4,Evening,2024-01-22 11:24:28
bird,Watermelon,4,Evening,2024-05-30 11:42:21
Dog,Orange,2,Afternoon,2024-06-11 03:37:43
bird,Watermelon,1,Evening,2024-03-26 02:50:39
Cat,Apple,5,Evening,2024-01-29 12:35:38
bird,Grape,2,Evening,2024-04-05 21:58:54
bird,Orange,4,Afternoon,2024-07-02 23:22:43
bird,Orange,4,Afternoon,2024-04-12 13:50:18
Dog,Banana,5,Morning,2024-03-25 12:15:15
Dog,Orange,5,Afternoon,2024-06-08 15:18:37
Dog,Banana,3,Afternoon,2024-04-04 08:25:33
bird,Apple,5,Afternoon,2024-01-13 07:39:14
Dog,Orange,3,Afternoon,2024-07-09 23:14:50
bird,Banana,5,Evening,2024-05-04 23:15:56
Dog,Banana,5,Afternoon,2024-05-12 00:59:41
Dog,Banana,5,Afternoon,2024-07-16 18:13:18
Dog,Banana,4,Evening,2024-01-27 21:19:05
Cat,Apple,4,Evening,2024-06-17 15:26:03
Dog,Orange,1,Morning,2024-03-24 15:06:38
bird,Orange,3,Morning,2024-01-28 09:12:26
Dog,Banana,2,Afternoon,2024-01-16 16:54:46
Dog,Grape,1,Evening,2024-04-07 22:16:30
Dog,Banana,1,Afternoon,2024-02-29 00:45:44
bird,Grape,3,Evening,2024-07-17 02:38:39
Dog,Orange,5,Afternoon,2024-06-12 14:40:29
Cat,Banana,1,Evening,2024-05-10 08:57:06
Cat,Orange,5,Afternoon,2024-05-11 16:48:30
Cat,Watermelon,4,Afternoon,2024-01-25 10:17:15
Cat,Orange,5,Morning,2024-01-20 07:52:04
bird,Apple,1,Evening,2024-01-01 22:36:29
Cat,Banana,1,Morning,2024-05-11 03:17:44
bird,Grape,1,Morning,2024-04-14 23:22:07
Dog,Watermelon,1,Afternoon,2024-01-28 18:04:07
Cat,Apple,1,Morning,2024-02-11 03:58:23
bird,Grape,2,Evening,2024-04-01 22:33:07
Dog,Apple,5,Morning,2024-03-04 01:25:56
Dog,Grape,3,Afternoon,2024-05-15 06:04:28
Dog,Banana,2,Evening,2024-07-15 01:47:16
bird,Orange,4,Morning,2024-05-03 10:27:35
bird,Apple,4,Morning,2024-06-23 15:23:39
bird,Watermelon,4,Evening,2024-01-20 16:48:52
Dog,Orange,1,Afternoon,2024-06-23 10:09:37
Cat,Watermelon,3,Afternoon,2024-07-17 03:53:17
bird,Watermelon,5,Morning,2024-01-04 21:59:17
Cat,Grape,5,Afternoon,2024-05-12 06:59:14
bird,Watermelon,2,Morning,2024-06-08 23:17:07
Cat,Orange,3,Morning,2024-03-17 03:42:10
Cat,Watermelon,4,Afternoon,2024-01-14 17:54:23
Dog,Grape,1,Evening,2024-06-05 17:35:15
Dog,Apple,1,Afternoon,2024-05-11 16:58:29
Dog,Apple,5,Evening,2024-01-09 12:48:16
bird,Banana,2,Evening,2024-04-16 08:09:53
Dog,Banana,3,Afternoon,2024-05-04 20:10:14
Dog,Watermelon,1,Evening,2024-07-13 20:00:49
Cat,Apple,4,Afternoon,2024-01-11 05:24:25
bird,Watermelon,4,Afternoon,2024-02-17 13:38:07
Cat,Grape,4,Evening,2024-04-28 15:15:00
Dog,Orange,3,Afternoon,2024-05-11 14:31:37
Dog,Banana,5,Afternoon,2024-02-09 04:52:50
bird,Watermelon,4,Morning,2024-02-24 02:01:39
Dog,Orange,1,Afternoon,2024-04-30 18:54:19
Dog,Apple,2,Evening,2024-06-12 13:29:28
Cat,Grape,4,Morning,2024-07-09 08:20:42
Dog,Apple,1,Afternoon,2024-03-19 12:37:27
bird,Banana,2,Morning,2024-02-16 16:17:35
Dog,Orange,1,Afternoon,2024-06-02 12:18:51
Cat,Watermelon,5,Afternoon,2024-03-24 10:55:39
Dog,Apple,2,Evening,2024-07-08 08:26:02
Dog,Apple,5,Morning,2024-07-07 00:31:06
bird,Orange,3,Afternoon,2024-04-15 15:46:07
bird,Apple,5,Afternoon,2024-03-07 19:23:45
bird,Banana,1,Evening,2024-07-04 04:50:58
Dog,Watermelon,4,Evening,2024-06-01 12:15:17
Dog,Watermelon,2,Morning,2024-07-03 05:29:30
Cat,Orange,3,Evening,2024-04-20 01:01:17
Dog,Apple,2,Evening,2024-01-01 23:05:51
bird,Orange,4,Morning,2024-06-17 12:38:55
Dog,Watermelon,3,Afternoon,2024-01-29 21:05:08
Cat,Grape,3,Afternoon,2024-03-24 17:04:58
Dog,Apple,1,Morning,2024-01-26 05:30:50
Dog,Grape,5,Morning,2024-07-17 08:29:41
Cat,Grape,5,Evening,2024-07-13 15:42:38
Cat,Orange,3,Morning,2024-04-20 15:52:39
Cat,Grape,2,Evening,2024-03-03 05:45:15
Dog,Grape,4,Morning,2024-03-08 07:50:39
Dog,Grape,4,Afternoon,2024-02-07 03:00:20
bird,Apple,2,Afternoon,2024-01-17 10:32:32
bird,Orange,3,Morning,2024-02-21 19:17:05
Dog,Watermelon,3,Evening,2024-03-14 15:18:46
Dog,Orange,1,Evening,2024-04-17 13:35:40
Cat,Banana,5,Afternoon,2024-05-05 07:05:51
Cat,Watermelon,1,Morning,2024-02-25 11:11:15
bird,Banana,4,Morning,2024-02-13 09:19:57
bird,Watermelon,2,Afternoon,2024-06-25 19:26:47
bird,Watermelon,5,Afternoon,2024-05-15 21:43:16
Cat,Watermelon,2,Afternoon,2024-06-30 23:01:58
Dog,Apple,1,Morning,2024-02-02 04:04:36
Dog,Orange,4,Evening,2024-03-04 01:48:43
Cat,Orange,3,Morning,2024-06-06 13:43:57
Dog,Grape,3,Evening,2024-05-09 20:41:15
Dog,Watermelon,3,Evening,2024-01-31 09:30:55
Cat,Orange,1,Morning,2024-02-23 22:49:52
Dog,Watermelon,3,Morning,2024-05-24 06:52:40
bird,Grape,3,Afternoon,2024-02-17 05:53:48
Cat,Watermelon,2,Morning,2024-03-20 22:04:58
Cat,Grape,2,Afternoon,2024-07-04 17:38:06
bird,Grape,4,Evening,2024-01-19 07:24:09
Dog,Banana,1,Evening,2024-04-17 07:26:44
Cat,Grape,5,Afternoon,2024-05-25 05:27:18
Dog,Banana,3,Afternoon,2024-05-24 14:04:21
bird,Apple,2,Morning,2024-02-05 23:00:24
Cat,Banana,1,Afternoon,2024-02-15 19:16:58
Dog,Banana,4,Evening,2024-01-12 17:25:40
Cat,Orange,4,Evening,2024-03-13 11:53:47
Dog,Apple,5,Evening,2024-03-21 04:11:46
Cat,Banana,2,Evening,2024-04-02 07:36:11
Cat,Banana,3,Afternoon,2024-03-25 06:52:43
bird,Apple,5,Evening,2024-06-19 17:49:22
Cat,Apple,4,Afternoon,2024-06-08 07:45:51
Cat,Apple,2,Evening,2024-06-18 01:31:59
Cat,Grape,3,Afternoon,2024-01-12 07:47:41
Cat,Apple,2,Afternoon,2024-06-10 14:00:56
Dog,Watermelon,1,Evening,2024-02-12 15:57:29
bird,Apple,3,Morning,2024-06-22 09:02:00
Cat,Watermelon,5,Evening,2024-04-03 09:30:50
Dog,Apple,2,Afternoon,2024-05-29 05:35:09
Cat,Banana,5,Evening,2024-01-25 09:56:23
bird,Apple,1,Evening,2024-02-11 06:15:23
Dog,Watermelon,3,Afternoon,2024-03-30 18:41:06
Cat,Grape,2,Afternoon,2024-03-12 02:28:04
Cat,Banana,1,Afternoon,2024-03-08 03:17:46
Dog,Grape,2,Evening,2024-05-11 15:49:59
bird,Banana,3,Afternoon,2024-03-25 02:33:11
Dog,Watermelon,1,Afternoon,2024-07-05 19:34:11
bird,Banana,3,Evening,2024-06-19 04:48:17
Cat,Apple,5,Afternoon,2024-01-27 16:46:52
Dog,Banana,4,Evening,2024-06-05 08:45:49
Dog,Banana,3,Afternoon,2024-04-12 00:36:14
Dog,Banana,3,Morning,2024-01-05 01:35:34
Dog,Grape,2,Afternoon,2024-05-07 02:27:01
Cat,Orange,2,Afternoon,2024-01-16 22:21:12
bird,Grape,1,Morning,2024-06-27 06:31:17
Cat,Orange,5,Afternoon,2024-03-26 09:41:05
bird,Apple,1,Evening,2024-05-03 03:42:29
Dog,Orange,3,Morning,2024-04-24 09:34:32
Dog,Banana,4,Afternoon,2024-03-09 02:51:31
bird,Grape,3,Evening,2024-03-02 17:59:30
Cat,Grape,3,Morning,2024-05-21 11:31:55
Dog,Watermelon,4,Evening,2024-01-13 17:32:55
Cat,Orange,1,Afternoon,2024-03-12 15:32:57
Dog,Orange,2,Afternoon,2024-06-12 07:04:50
bird,Banana,3,Afternoon,2024-01-15 04:45:07
Dog,Watermelon,2,Evening,2024-01-12 03:23:50
Cat,Banana,5,Afternoon,2024-06-20 14:23:38
Cat,Watermelon,4,Morning,2024-06-20 11:24:49
bird,Apple,3,Morning,2024-06-28 03:47:23
Cat,Apple,1,Morning,2024-02-26 00:13:48
bird,Apple,1,Evening,2024-05-31 20:20:17
Dog,Grape,1,Morning,2024-03-10 22:31:19
Cat,Orange,1,Evening,2024-02-14 17:11:26
Dog,Banana,2,Evening,2024-01-10 10:27:32
Cat,Banana,3,Afternoon,2024-01-01 20:05:38
Dog,Banana,2,Evening,2024-04-18 15:32:25
Cat,Grape,1,Evening,2024-02-17 00:31:36
bird,Watermelon,3,Morning,2024-04-13 01:06:23
Dog,Banana,3,Afternoon,2024-05-06 02:41:14
Cat,Banana,2,Afternoon,2024-06-01 09:56:35
Cat,Banana,3,Evening,2024-05-01 03:12:59
Dog,Banana,3,Morning,2024-07-04 00:16:22
Dog,Banana,5,Morning,2024-02-29 20:22:18
bird,Grape,2,Morning,2024-05-17 20:21:17
Cat,Apple,3,Afternoon,2024-03-29 15:23:41
Cat,Watermelon,4,Afternoon,2024-01-14 13:33:37
Cat,Banana,1,Morning,2024-05-13 12:34:44
Dog,Orange,5,Morning,2024-06-19 11:08:56
Cat,Apple,2,Morning,2024-01-06 20:02:59
bird,Banana,2,Morning,2024-07-11 04:26:13
bird,Orange,4,Evening,2024-03-10 17:27:02
Cat,Apple,1,Evening,2024-02-14 12:48:49
bird,Banana,2,Afternoon,2024-05-06 17:43:15
bird,Watermelon,3,Morning,2024-04-09 12:02:08
Cat,Watermelon,1,Evening,2024-02-24 20:10:36
Cat,Watermelon,3,Evening,2024-06-10 06:18:27
Dog,Apple,1,Afternoon,2024-04-25 09:39:47
bird,Watermelon,2,Afternoon,2024-07-03 15:15:00
Dog,Watermelon,5,Morning,2024-07-01 13:49:47
Dog,Grape,2,Morning,2024-01-28 03:19:40
Cat,Grape,5,Morning,2024-07-06 17:11:04
Dog,Watermelon,3,Afternoon,2024-06-19 05:36:57
Dog,Apple,1,Evening,2024-01-24 04:18:11
Dog,Banana,3,Afternoon,2024-02-01 16:41:47
Cat,Orange,1,Afternoon,2024-06-29 04:39:21
Dog,Apple,2,Afternoon,2024-05-01 06:23:00
Dog,Banana,4,Evening,2024-01-16 19:00:55
Cat,Orange,4,Evening,2024-04-09 10:38:52
Dog,Watermelon,2,Evening,2024-03-16 04:47:12
Cat,Watermelon,5,Afternoon,2024-07-10 22:53:46
Cat,Grape,4,Afternoon,2024-05-31 14:09:03
Cat,Watermelon,1,Evening,2024-05-07 14:55:57
Cat,Banana,1,Afternoon,2024-02-03 19:47:57
bird,Orange,3,Afternoon,2024-06-05 05:40:52
bird,Banana,3,Afternoon,2024-05-25 14:17:59
bird,Watermelon,2,Afternoon,2024-04-22 14:25:52
Dog,Watermelon,5,Evening,2024-01-10 06:28:57
Cat,Banana,4,Evening,2024-04-14 11:56:59
Dog,Banana,3,Afternoon,2024-04-01 04:13:55
bird,Orange,4,Afternoon,2024-02-21 16:35:10
bird,Apple,1,Afternoon,2024-05-26 12:19:12
Dog,Orange,2,Evening,2024-06-26 22:10:35
Cat,Apple,4,Afternoon,2024-05-11 22:02:13
bird,Orange,2,Morning,2024-07-12 19:46:41
bird,Watermelon,3,Evening,2024-04-15 08:10:55
bird,Apple,4,Afternoon,2024-05-27 03:03:48
Cat,Watermelon,5,Morning,2024-02-01 21:27:22
Dog,Grape,5,Evening,2024-06-25 08:47:43
Cat,Orange,2,Morning,2024-04-14 12:25:37
bird,Grape,3,Afternoon,2024-07-06 14:34:14
bird,Watermelon,1,Afternoon,2024-01-23 23:53:05
bird,Apple,2,Afternoon,2024-01-29 14:27:05
Dog,Banana,3,Morning,2024-06-28 02:57:42
Dog,Apple,5,Afternoon,2024-04-18 00:44:45
Cat,Watermelon,1,Morning,2024-04-22 11:26:00
bird,Watermelon,3,Afternoon,2024-01-29 09:53:03
Dog,Orange,5,Morning,2024-03-25 13:52:46
Cat,Grape,3,Afternoon,2024-04-08 06:52:48
Dog,Banana,3,Morning,2024-04-22 19:32:42
Dog,Orange,4,Evening,2024-03-01 06:04:45
Dog,Grape,5,Morning,2024-05-09 08:28:07
Cat,Apple,1,Morning,2024-07-03 08:41:08
Dog,Orange,2,Afternoon,2024-01-15 14:38:30
bird,Grape,2,Morning,2024-04-16 23:12:13
bird,Orange,1,Evening,2024-06-13 02:43:26
Cat,Watermelon,5,Evening,2024-01-17 19:09:01
Cat,Apple,2,Afternoon,2024-02-23 00:32:44
bird,Banana,1,Morning,2024-06-18 11:47:07
Dog,Apple,2,Evening,2024-04-04 08:42:41
Cat,Apple,4,Afternoon,2024-06-12 01:49:30
Cat,Apple,4,Morning,2024-07-14 20:22:44
Cat,Grape,2,Afternoon,2024-05-30 11:24:05
Cat,Orange,5,Morning,2024-07-16 17:34:45
bird,Banana,2,Evening,2024-03-11 17:25:26
Dog,Watermelon,2,Morning,2024-03-08 09:31:22
Cat,Apple,2,Morning,2024-05-15 11:01:35
bird,Apple,1,Afternoon,2024-05-12 21:15:12
bird,Watermelon,4,Morning,2024-02-03 04:02:07
bird,Orange,3,Evening,2024-06-16 01:47:37
Cat,Watermelon,5,Morning,2024-07-13 12:26:52
Cat,Grape,3,Morning,2024-05-18 15:40:47
Cat,Grape,2,Evening,2024-02-28 06:00:52
Dog,Orange,5,Afternoon,2024-05-12 20:49:27
bird,Apple,5,Evening,2024-05-17 19:24:41
Cat,Grape,2,Afternoon,2024-01-03 00:06:09
Dog,Watermelon,3,Afternoon,2024-06-01 00:56:24
bird,Apple,1,Afternoon,2024-06-29 13:37:31
Cat,Banana,5,Evening,2024-04-21 02:12:37
bird,Apple,4,Afternoon,2024-05-27 16:50:00
bird,Orange,5,Afternoon,2024-06-04 09:09:09
Dog,Grape,1,Afternoon,2024-02-15 22:24:46
Dog,Apple,1,Evening,2024-04-13 05:29:04
Dog,Apple,2,Afternoon,2024-07-15 21:26:14
Dog,Banana,4,Morning,2024-04-25 03:17:39
Dog,Apple,3,Afternoon,2024-07-15 21:05:01
bird,Orange,4,Morning,2024-06-16 12:07:07
bird,Apple,5,Evening,2024-06-24 10:46:30
Cat,Apple,2,Afternoon,2024-04-25 02:26:43
Cat,Orange,3,Afternoon,2024-07-07 00:38:18
bird,Apple,2,Morning,2024-01-03 20:10:50
Dog,Apple,5,Afternoon,2024-04-17 13:23:43
Cat,Orange,4,Evening,2024-01-19 12:05:24
bird,Watermelon,1,Afternoon,2024-02-27 23:45:21
Cat,Apple,2,Morning,2024-07-11 04:35:13
bird,Apple,4,Afternoon,2024-01-22 10:41:11
Cat,Apple,5,Afternoon,2024-01-02 20:54:16
bird,Banana,3,Afternoon,2024-04-05 19:57:21
Dog,Orange,3,Morning,2024-01-03 16:02:59
Dog,Orange,2,Morning,2024-05-24 07:00:50
Cat,Orange,4,Afternoon,2024-04-07 13:34:48
bird,Grape,5,Afternoon,2024-01-19 23:35:27
Cat,Grape,5,Morning,2024-03-13 07:28:11
Dog,Orange,4,Morning,2024-01-31 10:15:05
